LR_pred,GB_pred,ga_rank_1_ts_1768489230_logloss_0_4002,ga_rank_2_ts_1768489232_logloss_0_4002,ga_rank_3_ts_1768489234_logloss_0_4002,ga_rank_1_ts_1768337411_logloss_0_3960,ga_rank_1_ts_1768344940_logloss_0_3887,ga_rank_2_ts_1768344941_logloss_0_3887,ga_rank_3_ts_1768344941_logloss_0_3887,ga_rank_4_ts_1768344941_logloss_0_3887,ga_rank_5_ts_1768344943_logloss_0_3887,ga_rank_6_ts_1768344943_logloss_0_3887,ga_rank_7_ts_1768344943_logloss_0_3889,ga_rank_8_ts_1768344944_logloss_0_3889,Transported
0.8197283,0.7689490618410855,0.576263897935921,0.7805398195784434,0.8814072389532052,0.7724167903128111,0.5555222123183311,0.8659848403070775,0.8508697890596465,0.694984581037279,0.8160359894237023,0.9050386115247756,0.5750200006433664,0.7953224593271591,0
0.11740964,0.244971240574286,0.10009905070925407,0.09437118622455272,0.09358309588030311,0.09719232148043462,0.09965854239067769,0.11221125585176316,0.09339188304336997,0.09825758858343993,0.1256695290745791,0.09429090387011906,0.09991210693184698,0.09809613749469033,1
2.478655e-05,0.4099001948973133,0.07198329870664873,0.07279849131979932,0.0691050685589162,0.06973367947995114,0.07174410500941615,0.07010869098114547,0.0797121674174724,0.07819823897099326,0.04756693232448461,0.08323399339993875,0.07349111183140077,0.07516930242919985,0
0.0083291,0.2595289010171257,0.05529323772818968,0.05594342217438005,0.056948232692666544,0.05526475528548294,0.05006735409466195,0.035139477279816436,0.05865679501819703,0.05925944004664363,0.020644686036940942,0.06328651535675502,0.054673864859185885,0.05789828926787105,0
0.11057553,0.244971240574286,0.09874926376484106,0.09390129767315768,0.09202991868569166,0.09819498323817295,0.09650817444154537,0.14844986266762053,0.08874031428993479,0.09752138350430911,0.12206298451431664,0.09273767818529398,0.09692956792170819,0.09332521554718183,1
0.2456517,0.3205425894561874,0.14605624458757618,0.13994609137415134,0.13947195073411556,0.14348217669620805,0.1466304841218963,0.2074491038732185,0.13946852644236873,0.14067120874570282,0.1923308202956887,0.1424337452509248,0.1487329023595362,0.13879182125867498,1
0.5592239,0.4737204887871958,0.6511405342181478,0.6255927333903583,0.6083669004628177,0.657321332575425,0.664271321106303,0.503111351711704,0.6459865526219474,0.6656639331409753,0.5428122377210552,0.5895148221812309,0.6485852537872192,0.6493490935554621,1
0.642695,0.7328256315113852,0.5815804405083259,0.6130713417026524,0.6200106403626747,0.5852590990920846,0.5670433607639905,0.5777195669590786,0.6307964338701968,0.6160072576579178,0.583490570636731,0.6530355749748978,0.5813571575785236,0.6223451204768601,1
0.38973314,0.3797401165464165,0.2712728952584453,0.27451967103730257,0.25852910259222267,0.28636306514521537,0.26325948911115676,0.28766043352871457,0.26569731783689327,0.28857019476097895,0.30379257120615893,0.2781613594737595,0.2747245460811975,0.2823215014879432,1
0.96195936,0.830647891298105,0.9562630007720093,0.9576146599357166,0.9580904784428373,0.9538775785349144,0.9549618574702348,0.9710329797463363,0.9575075296289358,0.9572699439929053,0.9667722529543633,0.9524227091811225,0.9560095854499719,0.9581410328884301,1
0.92473626,0.830647891298105,0.949446315034494,0.955609254384186,0.9532239291113992,0.9515090443253981,0.9502899599623817,0.9450844827073314,0.9559877409604834,0.9545059803695289,0.9343492662322351,0.9506160987405083,0.9500810799718497,0.9547680303742226,1
0.992774,0.6465648178886946,0.9448812918078083,0.9445634846836981,0.9495799411916267,0.9378545744650966,0.9481131273721495,0.9538598627045913,0.94434011515338,0.9461952547301457,0.9502745392410534,0.9422308868736847,0.9457620910222696,0.9466710122703662,1
0.37315917,0.4117035238787758,0.2377355818513618,0.24634800417370847,0.2550584496120999,0.24089115437249276,0.2652299365100955,0.36950619780330135,0.23218628763407512,0.2577511688417349,0.4020589346441344,0.2870885959244749,0.23860577047918594,0.239235946817695,1
0.081535235,0.2486957858007056,0.10956207589793716,0.10059334565590818,0.09194382718151799,0.09852672032811786,0.10146318429972168,0.12529881203915913,0.09658712227722709,0.10706400378124492,0.1360912233926994,0.09365459235439676,0.11325642560027227,0.10148503963738076,0
