LR_pred,GB_pred,ga_rank_1_ts_1768344940_logloss_0_3887,ga_rank_2_ts_1768344941_logloss_0_3887,ga_rank_3_ts_1768344941_logloss_0_3887,ga_rank_4_ts_1768344941_logloss_0_3887,ga_rank_5_ts_1768344943_logloss_0_3887,ga_rank_6_ts_1768344943_logloss_0_3887,ga_rank_7_ts_1768344943_logloss_0_3889,ga_rank_8_ts_1768344944_logloss_0_3889,ga_rank_9_ts_1768344944_logloss_0_3889,ga_rank_10_ts_1768344944_logloss_0_3889,ga_rank_1_ts_1768337411_logloss_0_3960,Transported
0.8702929,0.7511578435974302,0.6146668196461299,0.8650660062816001,0.8800763277644942,0.7425137389450792,0.8306827750267592,0.9174698932493303,0.5993172105924166,0.8342598949163369,0.920878971190035,0.7774487488979055,0.7993342103724094,0
0.14454955,0.2026406387497967,0.12197346780682783,0.12857558791176446,0.10307736951386154,0.11002252781051595,0.11516069934190405,0.09806788070908262,0.12054477167913051,0.10235226887598348,0.10410440146131478,0.2590811478931894,0.10710849999962013,1
7.498353e-05,0.2913507548848104,0.05900643906354944,0.03601262080198613,0.057206007275113664,0.06152785989623074,0.027795230334806742,0.06306751799702617,0.060002201276261845,0.05697587947529218,0.07116969366765608,0.10724514874983444,0.059582382735580086,0
0.008845353,0.2913507548848104,0.05866673254157345,0.030488260861338056,0.0599558993381146,0.06400734518402626,0.021888145160664965,0.06485653368299667,0.061183803666560656,0.05975915451567684,0.07257536248946518,0.11997364139848858,0.06305399946103102,0
0.15193327,0.2026406387497967,0.15139252667001005,0.15616984853739185,0.12682118378727836,0.134612194004461,0.14628561871132514,0.12127136142876023,0.15055664382027797,0.12846808075634708,0.12064578794245158,0.23742825827126443,0.13711540351247933,1
0.3550988,0.2904251108477533,0.1661322746021393,0.2048808271540846,0.15179292556780397,0.15290748739656476,0.19414809963208232,0.16032721429684849,0.166961786808989,0.1542704869759345,0.16931258864522103,0.27317116797077556,0.15756272322900322,1
0.6963657,0.5650113069272538,0.7251557077721213,0.5549764554385622,0.7293723340549993,0.7574126401234421,0.5491068699111584,0.7020604079158587,0.7651648870987011,0.7210666837564003,0.7206398513352612,0.5650099096264848,0.7430878026096407,1
0.74795765,0.7291360457520961,0.6051392916956049,0.6801855101680876,0.6515722154991689,0.618671820746174,0.6352387895511171,0.7044026562858443,0.6104244450079089,0.6511061585524095,0.6846872961963637,0.5888112292067574,0.6107799854645798,1
0.5185838,0.4237553433583217,0.41697284016887853,0.442715461824019,0.4801953750672954,0.4594258760601404,0.4147098258610369,0.46569852060183026,0.432313679588841,0.4639300340895495,0.45132062562523756,0.4635816369148534,0.46117500884666257,1
0.9714138,0.8210588478274946,0.9494303320164462,0.9685678557065188,0.9523301028814267,0.9541022634835974,0.9626668937664072,0.950935935122156,0.9489308730769895,0.9536516394727305,0.9500478661501669,0.8959672226433114,0.9502305424291421,1
0.9456657,0.8210588478274946,0.9494881965690142,0.955067150012197,0.9487673689162546,0.9442707388997564,0.9476032023104808,0.9480846565956679,0.9445026912695743,0.9484757337807039,0.9465231616073053,0.9162920896207853,0.9446991247714847,1
0.99047583,0.6888653065234144,0.9368789180063516,0.9654083626530429,0.9394828410948187,0.9375350781383528,0.9556203893701221,0.9441646470367703,0.9349724014759474,0.9423754299149514,0.9359807660044949,0.8825379866120998,0.9330690506599448,1
0.5215331,0.5202947715580645,0.40792444707227565,0.3807918818274609,0.47216007440283975,0.4725136021989173,0.3421848824166019,0.5261047210998845,0.41052755818565406,0.4781303254977716,0.5565425019284651,0.425621118141223,0.4669123596108789,1
0.08994508,0.2422605009917338,0.11974713382955482,0.12043930175547528,0.10031448686505716,0.11013589130578398,0.12595861180516169,0.0934611242821007,0.11896412819692498,0.10568099819195999,0.1000997307673437,0.25247595404197604,0.11024850709607459,0
0.456672,0.5526058747167177,0.3752540694878987,0.49932705526958915,0.4423155864770047,0.4399639956967592,0.46702957682893614,0.4668908324387684,0.38117749278816265,0.43567384093708644,0.47888069442998277,0.4334642908867234,0.42981917884771553,1
0.40767896,0.4681960032458376,0.5544949192228729,0.4499717285299943,0.5118201295543557,0.5496515895577017,0.4110527131000414,0.48231674087013493,0.5626458273229512,0.5212755030432792,0.45595954556247315,0.4551463088913563,0.5540632094970278,0
0.24345042,0.264600191488936,0.15588057967811386,0.12826806720211612,0.1172352239492237,0.1180278916360094,0.11688798861116652,0.12587217967999043,0.13252584368015263,0.12548342342350294,0.12066596665426133,0.2459368275553466,0.12372976710655155,0
0.22598496,0.2453450075852617,0.11192778140894077,0.15442347732978026,0.10754799206718822,0.1038048299926697,0.1278033549822775,0.11422944291567579,0.11631063296222727,0.10769590726874333,0.114263004136959,0.2568007775631245,0.10391407480188548,0
0.80764264,0.7592431831987402,0.9426123602521456,0.8441364298001924,0.9431469134155276,0.9406773063205822,0.8183531648037393,0.9309332527610019,0.9403980540813012,0.9410462319094979,0.9273273963243275,0.7957902773859223,0.9441096710031506,1
0.42428562,0.6274241867622514,0.38088524780983524,0.4473725568714242,0.4177959270844691,0.4269410211126352,0.40851515901777535,0.45451851400903304,0.4069834199210181,0.4014100543017273,0.46794043142726593,0.403208303337604,0.3868100761390063,1
0.10294274,0.128352535004557,0.12402500750087826,0.11414472765224204,0.10441759250660593,0.10419526580370526,0.11780381231674102,0.10142708500958218,0.11968671808120372,0.10238975430184645,0.1033083688498409,0.25915074550132755,0.10048643733260172,0
0.74626166,0.7291360457520961,0.563284118425455,0.7080170295964411,0.6434842381800258,0.5810462046738373,0.6543227624451853,0.7093153419533174,0.5514857830788443,0.6151541576920824,0.7094785807777573,0.5404725843847114,0.6028937910883198,0
0.75925153,0.7394422387937878,0.5813990507055249,0.7163859173708169,0.6657812417217281,0.6076922728195986,0.6605171838826128,0.7387907249563525,0.5901755110738635,0.6486948046853306,0.7269257265013943,0.537844926819124,0.651550807211645,0
0.795203,0.7394422387937878,0.6141876381581391,0.7857479216830212,0.7313452311483198,0.6603355260345363,0.7172312236498884,0.7891843433495968,0.6447588017548495,0.7071245048426306,0.7886748854231053,0.6111139461058621,0.7082332788497913,0
0.58490026,0.6391098852585283,0.5282302770398984,0.4517191185480391,0.5634740943845358,0.545631388007114,0.4105746709437477,0.5915846623137268,0.5392681590035558,0.5624762229851303,0.6030169141531992,0.4412896316932457,0.5420870915414454,1
0.80331767,0.7394422387937878,0.5656665803486638,0.8039037444559455,0.6756582299528912,0.568092862793318,0.7787768056748611,0.7520057502106546,0.5391076837283776,0.6348508582856369,0.7383912329659789,0.6107365118630042,0.5967019349625968,0
0.6076378,0.6391098852585283,0.5439908648586959,0.4640177241994001,0.5640492481542693,0.555151685627589,0.4088002630688632,0.6048558032608762,0.5266231312754672,0.5717725471430405,0.6140811456514969,0.46721736441382716,0.5264120697682942,0
0.12618724,0.264600191488936,0.08433229102571542,0.11604950247301025,0.08025081242501303,0.08042530195376905,0.11506163434292425,0.08502949224312899,0.08421640092780532,0.08154185641162406,0.09250769334840613,0.21765059445732785,0.07547742976992958,0
0.98575747,0.828332954286634,0.9467024497077791,0.9601396178577125,0.9454219742300832,0.9436436182055505,0.9569089340036001,0.9454265274664245,0.9465997370213078,0.9477461768363703,0.9471928391898444,0.9080489327418895,0.9475574837839597,1
0.18293408,0.2135237436039389,0.10335816680446619,0.10902556643103965,0.10388725940860098,0.10573207434775644,0.10637240127385438,0.11014553136341455,0.10603335454051088,0.11136082308474234,0.10863541709285547,0.2288333861222324,0.10235468863973408,0
0.92314935,0.4818524841132268,0.7858372793546785,0.9199480961712548,0.8363528100520603,0.7428196427998591,0.9026805838878081,0.8757092426551569,0.7727615632197717,0.8107307988699092,0.8522922426429439,0.8443578720264086,0.7875616918460193,0
0.11159361,0.264600191488936,0.08317137035072894,0.12626912028224932,0.08047374101529545,0.08116691290423655,0.1135781522628323,0.0874356277075362,0.08360624040881859,0.08326440504237727,0.08923569938187421,0.228507683607731,0.07566973055509736,0
0.13049762,0.2618884915917251,0.12946640876842128,0.14268411897672478,0.11460733171396222,0.1235288867650053,0.13188819390568454,0.1069608047793057,0.13133629427643395,0.11973877886129641,0.11224637690103229,0.2268672069971935,0.1175804395108699,0
0.12666301,0.3228541393223895,0.09702086930230584,0.10679432507273494,0.10043035554104729,0.10256114970647741,0.09711818313020155,0.10902107372742696,0.10593040425470875,0.09963144138668424,0.11234877111347806,0.19071361552029198,0.10101987090700348,1
0.72537273,0.67476006357057,0.915147356171373,0.6090044066365752,0.9026976274956109,0.9251665912186947,0.5986217377086869,0.8781686934351169,0.9199484701013096,0.9109584273652289,0.8757556554116466,0.6248180370696478,0.9116595986711502,1
0.35913566,0.2957865182475871,0.1629604026387401,0.1604898214070908,0.15252833706669988,0.16747614896799004,0.14621438852548427,0.16961141243188996,0.15724138501168047,0.1712011018882699,0.17405638642239873,0.25718337058548607,0.1599398423182494,1
0.9720024,0.8137555313761772,0.9379031081270921,0.9668898580170833,0.9468945895490997,0.9437424223209482,0.9630400053624469,0.9474713633878862,0.9405922750468453,0.9474136101050461,0.9497219240482963,0.9167824514182595,0.9409916999434119,1
0.15747575,0.219667366152411,0.10784424579304529,0.1310479010662263,0.09338866000887225,0.09489784577704685,0.11994937946595595,0.09500722146380162,0.1111677955480585,0.09988978226262273,0.09694226746265906,0.21704591812268068,0.09363016764347383,0
0.48058096,0.3224522170735431,0.24347974888884516,0.31783145459439993,0.2900086115505906,0.28130913222518555,0.3251837223891605,0.3132667841123189,0.25243011953252953,0.27198519331164644,0.29256198716872844,0.44004657734244695,0.2781306038521761,0
0.011991816,0.1443497582803219,0.08052930752270264,0.029471804775639737,0.08156086291706434,0.0874332729477544,0.02415116872037276,0.08057142181902434,0.0870678330752074,0.0883388669211111,0.08308387862209961,0.11299551169115973,0.0873564031835518,0
0.6964935,0.7296309580984707,0.6637092162759317,0.5144563096268061,0.6800408048105094,0.6996876894862987,0.4649997844775678,0.6767903826925089,0.6576983103216144,0.6777207165688103,0.6864647012854643,0.46894632581145573,0.7023012966173222,0
0.57047844,0.7190841183018742,0.4497558097826579,0.4878266603166063,0.5110167501107344,0.48225610959282655,0.45532979529917456,0.5686373411892036,0.44251051173011696,0.5016926474122946,0.5535314728844318,0.4570285510649808,0.4576294672232077,1
